Commit Message,Category
"Constant scoring (#99)

* Working on a functionality to add constant scoring to configurable fields

* Added constant scoring capability for any field
",functional
"Continuing extend all #151 . Added unit tests for basic selector parts
match&replace and fixed some bugs.  The feature still neats to be cleaned
up and some flows are not covered by tests yet.
",bugfix
"Cool feature 002: You can now disable all redstone on a door (/credstone on), place a pressure plate in front, and then this pressure plate will open the door ONLY WHEN you use it. No redstone torches/levers/assertive chats will work on the door after activating the flag, either! (unless you're within 1 block of it) (#157)
",functional
Core API: Compositions support topic refs (#786).,internal
Correct PiffSampleEncryptionBox behaviour when asked for it's size before being written (after manual creation),internal
Coupling between object,internal
Create abstraction for definition references so it can be used by both ComponentDefRef and ModuleDefRef. (DefinitionReferenceImpl  BaseDefRefHandler),internal
Create alternative inheritance structures for axioms that do and do not need to cache entities and named individuals,internal
"Create functionality to execute MRP regenerative, Net Change , Selective
and MRP Multi Pegging
https://adempiere.atlassian.net/browse/MFG-1",functional
Create node functionality complete,external
"Created ResourceFrame class which gives base functionality to resource editing frames
Modified ScriptFrame to extend ResourceFrame - Fully Functional
Created FontFrame to edit fonts - Fully functional with font preview
Created IntegerEdit for checked value editing
Added a few $NON-NLS tags
Made GameInfo and Game Settings frames get re-created every time a new file is created
Made GameInfo and Game Settings set their frame icon
Game Settings now shows ""Last Changed"" as a date string
Added some static GM date functions to Gm6File
Gm6File now sets LastChanged on instantiation
Added instance id and tile id defragging
Changed readTree to take the Gm6File src argument again, for the future ability to merge games easily. Also, Resource names are now ignored in tree data and taken from the Resource itself.
Made Listener open scripts and fonts when node is double clicked, and made the frame update when the name is edited in the tree
Added openFrame() and updateFrame() methods to ResNode
Resources are now completely removed from the file when deleted
LGM explicitly sets the look and Feel on startup (this was just to test other LAF's)
Made all Resources set their name to the relevant prefix on creation, ResourceList adds LastId to the name string when add() is called.

git-svn-id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@40 8f422083-7f27-0410-bc82-93e204be8cd2
",bugfix
"Created StubServer and Admin interfaces to define both parts of WireMock's core features. Refactored the admin handler to make use of the Admin interface, removing its dependency on the internals of the app.
",functional
Created ValidationEventHandler which allows the xml file to be validated Validates xml files before they are unmarshal Added an additional method to auto find a elementMass file in default location Generated the schema for aminoacidcomposition.xsd Change the XML file structure such that the element weight is directly recorded instead of computed Remove all the test cases for the computation of the abundance. Successfully generated an XML schema for ElementMass.xsd and AminoAcidComposition.xsd Remove abundance from ElementMass.xml,internal
"Created an alpha layer for Mobility over observers.

Mobility is now a shim in front of observers, specifically for the Mobility observer. This is not feature-complete and only the upload and read APIs for Mobility work with the observer. The other Mobility APIs will continue to use the old database, but because the upload now uses the observers, the old database will not contain up-to-date information.

There are several issues with this alpha layer:
* Uploads with any invalid points will cause the entire upload to be rejected.
* Error points do not conform to Avro's schema, so these will cause the upload to fail.
* The location status is not being recorded. If the location information is present, it is added to the meta-data and if it is ""unavailable"" it is not recorded. This means that reads will always have location statuses of ""unavailable"" and no location data or ""valid"" and location data. This can be added to the location portion of the meta-data, but, because we are strict in how we validate the meta-data, it would have the effect of requiring anyone who used our system to supply a status field.
* The Mobility point's ID is not being recorded. This has to do with an ongoing issue about duplicate uploads but can easily be added as a field in the point's ""data"".
* ""Sensor data"" points do not return the sensor data or classification data, when using the mobility/read API. Using the stream/read API, however, will return that data. The reason for this was to get something out the door that will still work with the existing visualizations.
* The server's Mobility points are not being classified.
* Other Mobility APIs such as chunked and CSV still use the old Mobility tables, so their data is not accurate.

References #264
",functional
"Created new ExternalRequirement component interface to represent external requirements of the EMR
* Implemented the CIEL version checking functionality as one of these components
",functional
"Created org.dawnsci.plotting.api because
1. API had unwanted features creeping into it
2. API had draw2d creeping into it
3. A separate plugin will be donated to eclipse project.",functional
"Created waitForAndGetView() which a lot of methods now use, also a lot of improvements and fixes have been made to the existing functionality
",functional
DAO abstractions and updated 'npc' sql file,internal
DATACMNS-387 - Introduce Slice abstraction.,internal
DATADOC-128 - Enable storing inheritance trees.,internal
DATADOC-63 - Added TypeMapper abstraction to customize how type information is written to a DBObject and retrieved from it.,internal
DATAGRAPH-564 - Rewriting SD-commons classes to be based on default abstract implementations. Deleting lots of dead code and cleaning up class dependencies.,code smell
DB abstraction; Added ConversionService approach; Corrected unit tests,internal
DDF-1219 Collapsing  normalizing  and refactoring unit tests. There are more opportunities for refactoring  but this represents approximately a 15% reduction in class size and removes much of the duplicate code.,code smell
DDF-465: Code clean up. Removed commented out code lines and duplicate code in the tests.,code smell
DDF-495 removed some duplicate code,code smell
DNA-178: Completed basic functionality to  retrieve nodes and properties,external
DRILL-4328: Fix backward compatibility regression caused by DRILL-4198,external
DRY'd up ShrinkWrapUtil.  Removed dead code.,code smell
DRY'd up the Tomcat remote container.  Refactored to composition over inheritence for the Tomcat Manager command URLs.,internal
"DURACLOUD-303 - Added server configuration mode of standard/advanced to the bulk services.  Advanced allows for the previous functionality of choosing the number and type of server instances.  Standard allows the choice of ""Optimize for Cost"" and ""Optimize for Speed""

git-svn-id: https://svn.duraspace.org/duracloud/trunk@304 1005ed41-97cd-4a8f-848c-be5b5fe45bcb
",functional
"DeallocationRules

The DeallocationRule functionality has been implemented. The docs are still way behind it,
though, and need a lot of work now.
",functional
"Decorator-related bugfixes

git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@7121 51baf565-9d33-0410-a72c-fc3788e3496d
",bugfix
Decoupling the MethodTargetResolver from the ApplicationContext,internal
Decreased complexity,internal
Deduplicate code in InterpretedByteCode,code smell
"DelegatingPreparedStatement extends DelegatingStatement DelegatingCallableStatement extends DelegatingPreparedStatement => refactoring to remove duplicate code & other general cleanup => getDelegate methods changed signature (return always ""Statement"")",code smell
Delete dead code that isn't used anymore  as it's now automatically provided by DOM support,code smell
"Dependency Fixing: Added LaxHttpParser which can be used explicitly when using the lax header parsing functionality.
Added HttpParser which just extends LaxHttpParser in the original httpclient package to avoid breaking compatibility with code
which may still reference HttpParser.
Explicit commons code changed to use LaxHttpParser in arc/warc record reading
",bugfix
Deprecating old api key classes and moving functionality over to new api key resources.,external
"Detect deprecated API

The provider detects a deprecated API in the following case:
- today's date is later than the designated (hard-coded) sunset date of the API
- we get an exception that is caused by a FileNotFoundException

When we detect a deprecated API, we set a static variable, and then decline to attempt to do any more lookups.

Add a new Exception type, DiscontinuedApiException, that the provider can throw when it detects a detected API.  It continues to throw them for any subsequent calls.

Modify ShowInformationListener to have a new callback, apiHasBeenDeprecated.  Also, while here, change callback name from ""downloaded"" to ""downloadSucceeded"", so that it has a unique name that can easily be grepped for.

In ShowStore, catch the DiscontinuedApiException, and call apiHasBeenDeprecated on any listeners (via a call into the ShowName).

In UIStarter, the first time apiHasBeenDeprecated gets called, we put up a dialog box informing the user of the situation.  We also set a static variable so that we don't try to do any more calls, or show any more dialog boxes, after the first one.

Expose method isUpdateAvailable in UpdateChecker, to determine the message we present to the user when it's been detected that the API is deprecated.  If there is an update available, we suggest the user go download it, whereas if there's none available, we just suggest the ""check back"" later.  (Use new values in Constants.java for these messages).

Add similar functionality to TheTVDBProviderTest.  We need to create a stand-in show in the API deprecated case, to conform with Java expectations that the value of a Future will not be null.
",functional
